"Position (mm) Run #1";"Position (mm) Run #2";"Position (mm) Run #3";"Position (mm) Run #4";"Position (mm) Run #5";"Position (mm) Run #6"
-0,34;-62,61;-123,32;-186,10;-248,54;-311,49
-0,34;-62,61;-123,32;-186,10;-248,54;-311,49
-0,34;-62,61;-123,32;-186,10;-248,54;-311,49
-0,34;-62,61;-123,32;-186,10;-248,54;-311,49
-0,37;-62,61;-123,32;-186,10;-248,55;-311,49
-0,17;-62,61;-123,32;-186,12;-248,37;-311,50
-0,17;-62,63;-123,32;-185,93;-248,37;-311,32
-0,17;-62,44;-123,31;-185,93;-248,37;-311,32
-0,17;-62,44;-123,51;-185,93;-248,37;-311,32
-0,17;-62,44;-123,31;-185,93;-248,37;-311,32
-0,17;-62,44;-123,50;-185,93;-248,37;-311,32
-0,17;-62,44;-123,51;-185,93;-248,37;-311,32
-0,20;-62,44;-123,31;-185,93;-248,37;-311,32
0,00;-62,46;-123,50;-185,95;-248,37;-311,32
0,00;-62,26;-123,50;-185,76;-248,37;-311,32
0,00;-62,26;-123,50;-185,76;-248,37;-311,32
0,00;-62,26;-123,50;-185,76;-248,37;-311,32
-0,02;-62,26;-123,50;-185,76;-248,37;-311,32
0,17;-62,28;-123,50;-185,76;-248,37;-311,32
0,17;-62,09;-123,50;-185,76;-248,37;-311,32
0,17;-62,09;-123,50;-185,76;-248,37;-311,32
0,17;-62,09;-123,50;-185,76;-248,37;-311,32
0,17;-62,11;-123,50;-185,77;-248,37;-311,32
0,15;-61,92;-123,50;-185,59;-248,37;-311,32
0,34;-61,92;-123,50;-185,59;-248,37;-311,32
0,34;-61,92;-123,50;-185,59;-248,37;-311,32
0,34;-61,92;-123,50;-185,59;-248,37;-311,32
0,34;-61,94;-123,50;-185,59;-248,37;-311,32
0,34;-61,75;-123,50;-185,59;-248,37;-311,32
0,34;-61,75;-123,50;-185,59;-248,37;-311,32
0,34;-61,75;-123,50;-185,59;-248,37;-311,32
0,34;-61,75;-123,50;-185,59;-248,37;-311,32
0,34;-61,75;-123,50;-185,59;-248,37;-311,32
0,34;-61,77;-123,50;-185,59;-248,37;-311,32
0,34;-61,58;-123,50;-185,59;-248,37;-311,32
0,34;-61,58;-123,50;-185,59;-248,37;-311,32
0,34;-61,58;-123,50;-185,59;-248,37;-311,32
0,34;-61,58;-123,50;-185,59;-248,37;-311,32
0,34;-61,58;-123,51;-185,59;-248,37;-311,32
0,37;-61,58;-123,32;-185,59;-248,37;-311,32
0,17;-61,58;-123,31;-185,59;-248,37;-311,32
0,17;-61,58;-123,51;-185,59;-248,37;-311,32
0,17;-61,58;-123,32;-185,59;-248,36;-311,32
0,17;-61,58;-123,32;-185,59;-248,54;-311,32
0,17;-61,58;-123,32;-185,59;-248,54;-311,32
0,17;-61,58;-123,32;-185,59;-248,54;-311,31
0,20;-61,58;-123,32;-185,59;-248,54;-311,49
0,00;-61,58;-123,32;-185,59;-248,54;-311,49
0,00;-61,58;-123,32;-185,59;-248,54;-311,49
0,00;-61,58;-123,32;-185,57;-248,54;-311,49
0,00;-61,56;-123,32;-185,76;-248,54;-311,49
0,00;-61,75;-123,32;-185,76;-248,54;-311,49
0,02;-61,75;-123,32;-185,76;-248,54;-311,49
-0,17;-61,75;-123,34;-185,76;-248,54;-311,49
-0,17;-61,75;-123,15;-185,76;-248,54;-311,49
-0,17;-61,75;-123,15;-185,76;-248,54;-311,49
-0,17;-61,73;-123,15;-185,76;-248,54;-311,49
-0,17;-61,92;-123,15;-185,76;-248,54;-311,49
-0,17;-61,92;-123,15;-185,75;-248,53;-311,49
-0,17;-61,92;-123,15;-185,93;-248,71;-311,49
-0,15;-61,92;-123,15;-185,93;-248,71;-311,49
-0,34;-61,90;-123,15;-185,93;-248,71;-311,49
-0,34;-62,09;-123,15;-185,93;-248,71;-311,49
-0,34;-62,09;-123,15;-185,93;-248,71;-311,49
-0,34;-62,09;-123,15;-185,93;-248,71;-311,48
-0,34;-62,09;-123,17;-185,92;-248,71;-311,66
-0,34;-62,07;-122,96;-186,10;-248,71;-311,66
-0,34;-62,26;-123,15;-186,10;-248,71;-311,66
-0,37;-62,26;-123,17;-186,10;-248,71;-311,66
-0,17;-62,26;-122,98;-186,10;-248,71;-311,66
-0,17;-62,24;-122,98;-186,10;-248,71;-311,66
-0,17;-62,44;-122,98;-186,10;-248,71;-311,66
-0,17;-62,44;-122,98;-186,10;-248,71;-311,66
-0,17;-62,44;-122,98;-186,09;-248,71;-311,66
-0,17;-62,44;-122,98;-186,28;-248,71;-311,66
-0,17;-62,42;-122,96;-186,28;-248,71;-311,66
-0,17;-62,61;-123,15;-186,28;-248,71;-311,66
-0,20;-62,61;-123,15;-186,28;-248,71;-311,66
0,00;-62,61;-123,15;-186,28;-248,71;-311,66
0,00;-62,61;-123,15;-186,28;-248,71;-311,66
0,00;-62,61;-123,15;-186,28;-248,71;-311,66
0,00;-62,61;-123,15;-186,28;-248,71;-311,66
0,00;-62,61;-123,15;-186,28;-248,71;-311,66
-0,02;-62,61;-123,15;-186,28;-248,71;-311,66
0,17;-62,61;-123,15;-186,28;-248,71;-311,66
0,17;-62,61;-123,15;-186,26;-248,71;-311,66
0,17;-62,61;-123,15;-186,45;-248,71;-311,66
0,17;-62,61;-123,15;-186,45;-248,71;-311,66
0,17;-62,61;-123,15;-186,45;-248,71;-311,66
0,17;-62,63;-123,15;-186,45;-248,71;-311,66
0,15;-62,44;-123,13;-186,45;-248,71;-311,66
0,34;-62,44;-123,32;-186,45;-248,71;-311,66
0,34;-62,44;-123,32;-186,45;-248,71;-311,66
0,34;-62,44;-123,32;-186,45;-248,71;-311,66
0,34;-62,44;-123,32;-186,45;-248,71;-311,66
0,34;-62,44;-123,32;-186,45;-248,71;-311,66
0,34;-62,46;-123,32;-186,46;-248,71;-311,66
0,34;-62,26;-123,32;-186,28;-248,71;-311,66
0,34;-62,26;-123,32;-186,28;-248,71;-311,66
0,34;-62,26;-123,32;-186,28;-248,71;-311,66
0,34;-62,26;-123,32;-186,28;-248,71;-311,66
0,34;-62,28;-123,32;-186,28;-248,71;-311,66
0,34;-62,09;-123,31;-186,28;-248,71;-311,66
0,37;-62,09;-123,51;-186,28;-248,71;-311,66
0,17;-62,09;-123,32;-186,28;-248,71;-311,66
0,17;-62,11;-123,31;-186,28;-248,71;-311,66
0,17;-61,92;-123,50;-186,28;-248,72;-311,66
0,17;-61,92;-123,50;-186,28;-248,54;-311,66
0,17;-61,92;-123,50;-186,28;-248,54;-311,66
0,20;-61,94;-123,50;-186,29;-248,54;-311,66
0,00;-61,75;-123,50;-186,10;-248,54;-311,66
0,00;-61,75;-123,50;-186,10;-248,54;-311,66
0,00;-61,75;-123,50;-186,10;-248,54;-311,66
0,00;-61,75;-123,50;-186,10;-248,54;-311,67
0,00;-61,75;-123,50;-186,10;-248,54;-311,49
0,00;-61,77;-123,50;-186,12;-248,54;-311,49
0,02;-61,58;-123,50;-185,93;-248,54;-311,49
-0,17;-61,58;-123,50;-185,93;-248,54;-311,49
-0,17;-61,58;-123,50;-185,93;-248,54;-311,49
-0,17;-61,58;-123,50;-185,93;-248,54;-311,49
-0,17;-61,58;-123,50;-185,93;-248,54;-311,49
-0,17;-61,58;-123,50;-185,93;-248,54;-311,49
-0,17;-61,58;-123,50;-185,93;-248,54;-311,49
-0,15;-61,58;-123,50;-185,93;-248,54;-311,49
-0,34;-61,58;-123,50;-185,95;-248,54;-311,49
-0,34;-61,58;-123,50;-185,76;-248,54;-311,49
-0,34;-61,58;-123,50;-185,76;-248,54;-311,49
-0,34;-61,58;-123,50;-185,76;-248,54;-311,49
-0,34;-61,58;-123,50;-185,76;-248,54;-311,49
-0,34;-61,58;-123,50;-185,76;-248,54;-311,49
-0,34;-61,58;-123,50;-185,76;-248,54;-311,49
-0,34;-61,58;-123,50;-185,76;-248,54;-311,49
-0,34;-61,58;-123,50;-185,76;-248,54;-311,49
-0,34;-61,58;-123,50;-185,77;-248,54;-311,50
-0,34;-61,56;-123,50;-185,59;-248,54;-311,32
-0,37;-61,75;-123,51;-185,59;-248,54;-311,32
-0,17;-61,75;-123,31;-185,59;-248,55;-311,32
-0,17;-61,75;-123,51;-185,59;-248,36;-311,32
-0,17;-61,75;-123,32;-185,59;-248,54;-311,32
-0,17;-61,73;-123,32;-185,59;-248,54;-311,32
-0,17;-61,92;-123,32;-185,59;-248,54;-311,32
-0,17;-61,92;-123,32;-185,59;-248,54;-311,32
-0,20;-61,92;-123,32;-185,59;-248,54;-311,32
0,00;-61,90;-123,34;-185,59;-248,54;-311,32
0,00;-62,09;-123,13;-185,59;-248,54;-311,32
0,00;-62,09;-123,32;-185,59;-248,54;-311,32
0,00;-62,09;-123,34;-185,59;-248,54;-311,32
0,00;-62,07;-123,13;-185,59;-248,54;-311,32
-0,02;-62,26;-123,34;-185,59;-248,54;-311,32
0,17;-62,26;-123,15;-185,59;-248,54;-311,32
0,17;-62,26;-123,15;-185,59;-248,54;-311,32
0,17;-62,26;-123,15;-185,59;-248,54;-311,32
0,17;-62,24;-123,15;-185,59;-248,54;-311,32
0,17;-62,44;-123,15;-185,59;-248,54;-311,32
0,15;-62,44;-123,15;-185,59;-248,54;-311,32
0,37;-62,44;-123,15;-185,57;-248,54;-311,32
0,15;-62,44;-123,15;-185,76;-248,54;-311,32
0,34;-62,44;-123,17;-185,76;-248,54;-311,32
0,34;-62,42;-122,98;-185,76;-248,54;-311,32
0,34;-62,61;-122,98;-185,76;-248,54;-311,32
0,34;-62,61;-122,98;-185,76;-248,54;-311,32
0,34;-62,61;-122,98;-185,76;-248,54;-311,32
0,34;-62,61;-122,98;-185,76;-248,54;-311,32
0,34;-62,61;-122,98;-185,76;-248,54;-311,32
0,34;-62,61;-122,98;-185,76;-248,53;-311,32
0,34;-62,61;-123,00;-185,75;-248,71;-311,32
0,34;-62,61;-122,81;-185,93;-248,71;-311,32
0,34;-62,61;-122,81;-185,93;-248,71;-311,32
0,37;-62,61;-122,81;-185,93;-248,71;-311,32
0,17;-62,61;-122,81;-185,93;-248,71;-311,32
0,17;-62,61;-122,81;-185,93;-248,71;-311,32
0,17;-62,61;-122,81;-185,93;-248,71;-311,32
0,17;-62,61;-122,81;-185,93;-248,71;-311,32
0,17;-62,63;-122,81;-185,93;-248,71;-311,32
0,17;-62,44;-122,79;-185,92;-248,71;-311,32
0,20;-62,44;-123,00;-186,10;-248,71;-311,32
0,00;-62,44;-122,79;-186,10;-248,71;-311,31
0,00;-62,44;-122,98;-186,10;-248,71;-311,49
0,00;-62,44;-122,98;-186,10;-248,71;-311,49
0,00;-62,46;-122,98;-186,10;-248,71;-311,49
0,00;-62,26;-122,98;-186,10;-248,70;-311,49
0,00;-62,26;-122,98;-186,09;-248,88;-311,49
0,02;-62,26;-122,98;-186,28;-248,88;-311,49
-0,17;-62,26;-122,98;-186,28;-248,88;-311,49
-0,17;-62,28;-123,00;-186,28;-248,88;-311,49
-0,17;-62,09;-122,81;-186,28;-248,88;-311,49
-0,17;-62,09;-122,79;-186,28;-248,88;-311,49
-0,17;-62,09;-123,00;-186,28;-248,88;-311,49
-0,17;-62,11;-122,79;-186,28;-248,88;-311,49
-0,17;-61,92;-122,98;-186,28;-248,88;-311,49
-0,17;-61,92;-122,96;-186,28;-248,88;-311,49
-0,15;-61,92;-123,17;-186,28;-248,88;-311,49
-0,34;-61,92;-122,96;-186,28;-248,88;-311,49
-0,34;-61,94;-123,17;-186,26;-248,88;-311,49
-0,34;-61,75;-122,96;-186,45;-248,88;-311,49
-0,34;-61,75;-123,15;-186,45;-248,88;-311,49
-0,34;-61,75;-123,15;-186,45;-248,88;-311,49
-0,34;-61,75;-123,15;-186,45;-248,88;-311,49
-0,37;-61,77;-123,15;-186,45;-248,88;-311,48
-0,17;-61,58;-123,15;-186,45;-248,88;-311,66
-0,17;-61,58;-123,13;-186,45;-248,88;-311,66
-0,17;-61,58;-123,34;-186,45;-248,88;-311,66
-0,17;-61,58;-123,15;-186,45;-248,88;-311,66
-0,17;-61,58;-123,13;-186,45;-248,88;-311,66
-0,17;-61,58;-123,32;-186,45;-248,88;-311,66
-0,17;-61,58;-123,34;-186,46;-248,88;-311,66
-0,17;-61,58;-123,13;-186,28;-248,88;-311,66
-0,20;-61,58;-123,32;-186,28;-248,88;-311,66
0,00;-61,58;-123,32;-186,28;-248,88;-311,66
0,00;-61,58;-123,32;-186,28;-248,88;-311,66
0,00;-61,58;-123,32;-186,28;-248,88;-311,66
0,00;-61,58;-123,32;-186,28;-248,88;-311,66
0,00;-61,58;-123,32;-186,28;-248,90;-311,66
-0,02;-61,58;-123,32;-186,28;-248,71;-311,66
0,17;-61,58;-123,32;-186,28;-248,71;-311,66
0,17;-61,56;-123,32;-186,28;-248,71;-311,66
0,17;-61,75;-123,32;-186,28;-248,71;-311,66
0,17;-61,75;-123,32;-186,29;-248,71;-311,66
0,17;-61,75;-123,32;-186,10;-248,71;-311,66
0,15;-61,75;-123,32;-186,10;-248,71;-311,66
0,34;-61,75;-123,32;-186,10;-248,71;-311,66
0,34;-61,73;-123,32;-186,10;-248,71;-311,66
0,34;-61,92;-123,32;-186,10;-248,71;-311,66
0,34;-61,92;-123,32;-186,10;-248,71;-311,66
0,34;-61,92;-123,32;-186,10;-248,71;-311,66
0,34;-61,92;-123,32;-186,12;-248,71;-311,66
0,34;-61,90;-123,32;-185,93;-248,71;-311,66
0,34;-62,09;-123,32;-185,93;-248,72;-311,66
0,34;-62,09;-123,32;-185,93;-248,54;-311,66
0,34;-62,09;-123,32;-185,93;-248,54;-311,66
0,34;-62,07;-123,32;-185,93;-248,54;-311,66
0,34;-62,26;-123,34;-185,93;-248,54;-311,66
0,34;-62,26;-123,13;-185,93;-248,54;-311,66
0,34;-62,26;-123,32;-185,95;-248,54;-311,66
0,34;-62,24;-123,34;-185,76;-248,54;-311,66
0,37;-62,44;-123,13;-185,76;-248,54;-311,66
0,17;-62,44;-123,34;-185,76;-248,54;-311,66
0,17;-62,44;-123,15;-185,76;-248,54;-311,67
0,17;-62,44;-123,13;-185,76;-248,54;-311,49
0,17;-62,44;-123,34;-185,76;-248,54;-311,49
0,17;-62,44;-123,15;-185,76;-248,55;-311,49
0,17;-62,42;-123,15;-185,76;-248,37;-311,49
0,20;-62,61;-123,15;-185,77;-248,37;-311,49
0,00;-62,61;-123,15;-185,59;-248,37;-311,49
0,00;-62,61;-123,15;-185,59;-248,37;-311,49
0,00;-62,61;-123,15;-185,59;-248,37;-311,49
0,00;-62,61;-123,15;-185,59;-248,37;-311,49
0,00;-62,61;-123,15;-185,59;-248,37;-311,49
0,02;-62,61;-123,15;-185,59;-248,37;-311,49
-0,17;-62,61;-123,15;-185,59;-248,37;-311,49
-0,17;-62,61;-123,17;-185,59;-248,37;-311,49
-0,17;-62,61;-122,96;-185,59;-248,37;-311,49
-0,17;-62,61;-123,17;-185,59;-248,37;-311,49
-0,17;-62,61;-122,98;-185,59;-248,37;-311,49
-0,17;-62,61;-122,96;-185,59;-248,37;-311,49
-0,17;-62,63;-123,17;-185,59;-248,37;-311,49
-0,15;-62,44;-122,98;-185,59;-248,37;-311,49
-0,34;-62,44;-122,96;-185,59;-248,37;-311,49
-0,34;-62,44;-123,15;-185,59;-248,37;-311,49
-0,34;-62,44;-123,17;-185,59;-248,37;-311,49
-0,34;-62,44;-122,98;-185,59;-248,37;-311,49
-0,34;-62,46;-122,98;-185,59;-248,37;-311,50
-0,34;-62,26;-122,98;-185,59;-248,37;-311,32
-0,34;-62,26;-122,98;-185,59;-248,37;-311,32
-0,34;-62,26;-122,98;-185,59;-248,37;-311,32
-0,37;-62,28;-122,98;-185,57;-248,37;-311,32
-0,17;-62,09;-122,98;-185,76;-248,37;-311,32
-0,17;-62,09;-122,98;-185,76;-248,37;-311,32
-0,17;-62,09;-122,98;-185,76;-248,37;-311,32
-0,17;-62,11;-122,98;-185,76;-248,37;-311,32
-0,17;-61,92;-122,98;-185,76;-248,37;-311,32
-0,17;-61,92;-122,98;-185,76;-248,37;-311,32
-0,20;-61,92;-122,98;-185,76;-248,37;-311,32
0,00;-61,92;-122,98;-185,76;-248,37;-311,32
0,00;-61,94;-122,96;-185,76;-248,37;-311,32
0,00;-61,75;-123,15;-185,75;-248,37;-311,32
0,00;-61,75;-123,15;-185,93;-248,37;-311,32
0,00;-61,75;-123,17;-185,93;-248,37;-311,32
0,00;-61,75;-122,98;-185,93;-248,37;-311,32
-0,02;-61,75;-122,96;-185,93;-248,37;-311,32
0,17;-61,75;-123,15;-185,93;-248,37;-311,32
0,17;-61,77;-123,15;-185,93;-248,37;-311,32
0,17;-61,58;-123,15;-185,93;-248,37;-311,32
0,17;-61,58;-123,15;-185,92;-248,37;-311,32
0,17;-61,58;-123,15;-186,10;-248,37;-311,32
0,17;-61,58;-123,15;-186,10;-248,37;-311,32
0,17;-61,58;-123,15;-186,10;-248,37;-311,32
0,15;-61,58;-123,15;-186,10;-248,37;-311,32
0,34;-61,58;-123,15;-186,10;-248,36;-311,32
0,34;-61,58;-123,15;-186,10;-248,54;-311,32
0,34;-61,58;-123,15;-186,10;-248,54;-311,32
0,34;-61,58;-123,13;-186,10;-248,54;-311,32
0,34;-61,58;-123,34;-186,09;-248,54;-311,32
0,34;-61,58;-123,13;-186,28;-248,54;-311,32
0,34;-61,58;-123,32;-186,28;-248,54;-311,32
0,34;-61,58;-123,32;-186,28;-248,54;-311,32
0,34;-61,58;-123,32;-186,28;-248,54;-311,32
0,37;-61,56;-123,32;-186,28;-248,54;-311,31
0,17;-61,75;-123,32;-186,28;-248,54;-311,49
0,17;-61,75;-123,32;-186,28;-248,54;-311,49
0,17;-61,75;-123,32;-186,28;-248,54;-311,49
0,17;-61,75;-123,32;-186,28;-248,54;-311,49
0,17;-61,75;-123,31;-186,28;-248,54;-311,49
0,17;-61,73;-123,51;-186,28;-248,54;-311,49
0,17;-61,92;-123,32;-186,28;-248,54;-311,49
0,20;-61,92;-123,32;-186,28;-248,53;-311,49
0,00;-61,92;-123,31;-186,28;-248,71;-311,49
0,00;-61,90;-123,50;-186,28;-248,71;-311,49
0,00;-62,09;-123,51;-186,28;-248,71;-311,49
0,00;-62,09;-123,32;-186,28;-248,71;-311,49
0,00;-62,09;-123,32;-186,28;-248,71;-311,49
0,02;-62,09;-123,31;-186,28;-248,71;-311,49
-0,17;-62,07;-123,51;-186,28;-248,71;-311,49
-0,17;-62,26;-123,31;-186,28;-248,71;-311,49
-0,17;-62,26;-123,50;-186,28;-248,71;-311,49
-0,17;-62,26;-123,50;-186,28;-248,71;-311,49
-0,17;-62,26;-123,51;-186,28;-248,71;-311,49
-0,15;-62,24;-123,31;-186,28;-248,71;-311,49
-0,34;-62,44;-123,51;-186,28;-248,71;-311,49
-0,34;-62,44;-123,32;-186,28;-248,71;-311,49
-0,34;-62,44;-123,32;-186,28;-248,71;-311,49
-0,34;-62,44;-123,32;-186,28;-248,71;-311,48
-0,34;-62,44;-123,32;-186,29;-248,71;-311,66
-0,34;-62,42;-123,32;-186,10;-248,71;-311,66
-0,34;-62,61;-123,31;-186,10;-248,71;-311,66
-0,34;-62,61;-123,50;-186,10;-248,71;-311,66
-0,34;-62,61;-123,51;-186,10;-248,71;-311,66
-0,34;-62,61;-123,32;-186,10;-248,71;-311,66
-0,34;-62,61;-123,32;-186,10;-248,71;-311,66
-0,34;-62,61;-123,32;-186,10;-248,71;-311,66
-0,34;-62,61;-123,32;-186,10;-248,71;-311,66
-0,34;-62,61;-123,32;-186,12;-248,71;-311,66
-0,34;-62,61;-123,32;-185,93;-248,72;-311,66
-0,34;-62,61;-123,32;-185,93;-248,54;-311,66
-0,34;-62,61;-123,32;-185,93;-248,54;-311,66
-0,37;-62,63;-123,32;-185,93;-248,54;-311,66
-0,17;-62,44;-123,32;-185,93;-248,54;-311,66
-0,17;-62,44;-123,32;-185,93;-248,54;-311,66
-0,17;-62,44;-123,34;-185,93;-248,54;-311,66
-0,17;-62,44;-123,13;-185,95;-248,54;-311,66
-0,17;-62,44;-123,32;-185,76;-248,54;-311,66
-0,20;-62,46;-123,34;-185,76;-248,54;-311,66
0,00;-62,26;-123,13;-185,76;-248,54;-311,66
0,00;-62,26;-123,34;-185,76;-248,54;-311,66
0,00;-62,26;-123,13;-185,76;-248,54;-311,66
0,00;-62,26;-123,34;-185,76;-248,54;-311,66
0,00;-62,26;-123,15;-185,76;-248,54;-311,66
0,00;-62,28;-123,15;-185,76;-248,54;-311,66
-0,02;-62,09;-123,15;-185,76;-248,54;-311,66
0,17;-62,09;-123,15;-185,77;-248,54;-311,66
0,17;-62,09;-123,15;-185,59;-248,55;-311,66
0,17;-62,11;-123,15;-185,59;-248,37;-311,66
0,17;-61,92;-123,15;-185,59;-248,37;-311,66
0,17;-61,92;-123,15;-185,59;-248,37;-311,66
0,17;-61,92;-123,15;-185,59;-248,37;-311,66
0,17;-61,92;-123,15;-185,59;-248,37;-311,66
0,17;-61,94;-123,17;-185,59;-248,37;-311,66
0,17;-61,75;-122,96;-185,59;-248,37;-311,66
0,17;-61,75;-123,17;-185,59;-248,37;-311,66
0,17;-61,75;-122,98;-185,59;-248,37;-311,66
0,17;-61,75;-122,98;-185,59;-248,37;-311,66
0,17;-61,77;-122,98;-185,59;-248,37;-311,66
0,17;-61,58;-122,98;-185,59;-248,37;-311,66
0,17;-61,58;-122,98;-185,59;-248,37;-311,66
0,17;-61,58;-122,98;-185,59;-248,37;-311,66
0,17;-61,58;-122,98;-185,59;-248,37;-311,67
0,17;-61,58;-122,98;-185,59;-248,37;-311,49
0,17;-61,58;-122,98;-185,59;-248,37;-311,49
0,20;-61,58;-122,98;-185,59;-248,37;-311,49
0,00;-61,58;-122,98;-185,59;-248,37;-311,49
0,00;-61,58;-122,96;-185,59;-248,37;-311,49
0,00;-61,58;-123,15;-185,59;-248,37;-311,49
0,00;-61,58;-123,15;-185,59;-248,38;-311,49
0,00;-61,58;-123,17;-185,59;-248,20;-311,49
0,02;-61,58;-122,96;-185,59;-248,20;-311,49
-0,17;-61,58;-123,15;-185,57;-248,20;-311,49
-0,17;-61,58;-123,17;-185,76;-248,20;-311,49
-0,17;-61,58;-122,96;-185,76;-248,20;-311,49
-0,17;-61,58;-123,15;-185,76;-248,20;-311,49
-0,17;-61,56;-123,15;-185,76;-248,20;-311,49
-0,15;-61,75;-123,15;-185,76;-248,20;-311,49
-0,34;-61,75;-123,15;-185,76;-248,20;-311,49
