"Position (mm) Run #1";"Position (mm) Run #2";"Position (mm) Run #3";"Position (mm) Run #4";"Position (mm) Run #5";"Position (mm) Run #6";"Position (mm) Run #7"
0,00;-12,73;-25,63;-38,36;-51,77;-64,50;-77,23
0,00;-12,73;-25,63;-38,36;-51,77;-64,50;-77,23
0,00;-12,73;-25,63;-38,36;-51,77;-64,50;-77,23
0,00;-12,73;-25,63;-38,36;-51,77;-64,50;-77,23
0,00;-12,73;-25,63;-38,36;-51,77;-64,50;-77,23
0,00;-12,73;-25,66;-38,36;-51,77;-64,50;-77,23
0,00;-12,73;-25,46;-38,36;-51,77;-64,50;-77,23
0,00;-12,73;-25,46;-38,36;-51,77;-64,50;-77,23
0,00;-12,73;-25,46;-38,36;-51,77;-64,50;-77,23
0,00;-12,73;-25,43;-38,36;-51,77;-64,50;-77,23
0,00;-12,73;-25,63;-38,36;-51,80;-64,50;-77,23
0,00;-12,73;-25,63;-38,38;-51,60;-64,50;-77,25
0,00;-12,73;-25,63;-38,18;-51,60;-64,50;-77,06
0,00;-12,73;-25,63;-38,18;-51,60;-64,50;-77,06
0,00;-12,73;-25,63;-38,18;-51,60;-64,50;-77,06
0,00;-12,70;-25,63;-38,18;-51,63;-64,50;-77,06
-0,03;-12,90;-25,63;-38,18;-51,43;-64,50;-77,06
0,17;-12,90;-25,63;-38,18;-51,43;-64,50;-77,06
0,17;-12,90;-25,60;-38,18;-51,43;-64,50;-77,06
0,17;-12,90;-25,80;-38,18;-51,43;-64,50;-77,06
0,17;-12,90;-25,80;-38,18;-51,46;-64,50;-77,06
0,17;-12,90;-25,80;-38,18;-51,26;-64,50;-77,06
0,17;-12,90;-25,80;-38,18;-51,26;-64,50;-77,06
0,14;-12,90;-25,80;-38,18;-51,26;-64,53;-77,06
0,34;-12,90;-25,80;-38,18;-51,26;-64,33;-77,06
0,34;-12,90;-25,80;-38,18;-51,28;-64,33;-77,06
0,34;-12,90;-25,77;-38,18;-51,08;-64,33;-77,06
0,34;-12,90;-25,97;-38,18;-51,08;-64,33;-77,06
0,34;-12,90;-25,97;-38,18;-51,08;-64,33;-77,06
0,34;-12,90;-25,97;-38,18;-51,08;-64,33;-77,06
0,34;-12,90;-25,97;-38,18;-51,08;-64,33;-77,06
0,34;-12,93;-25,97;-38,16;-51,08;-64,33;-77,06
0,34;-12,73;-25,97;-38,36;-51,08;-64,33;-77,06
0,34;-12,73;-25,97;-38,36;-51,08;-64,33;-77,06
0,34;-12,73;-25,97;-38,36;-51,08;-64,33;-77,06
0,34;-12,73;-25,97;-38,36;-51,08;-64,33;-77,03
0,34;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,37;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,97;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-26,00;-38,33;-51,06;-64,33;-77,23
0,20;-12,73;-25,80;-38,53;-51,26;-64,33;-77,23
0,00;-12,73;-25,80;-38,53;-51,26;-64,33;-77,23
0,00;-12,73;-25,80;-38,53;-51,26;-64,33;-77,23
0,00;-12,76;-25,80;-38,53;-51,26;-64,33;-77,23
0,00;-12,56;-25,80;-38,53;-51,26;-64,33;-77,23
0,00;-12,56;-25,80;-38,53;-51,23;-64,33;-77,23
0,00;-12,53;-25,80;-38,53;-51,43;-64,33;-77,23
0,00;-12,76;-25,83;-38,53;-51,43;-64,33;-77,23
0,00;-12,56;-25,63;-38,53;-51,43;-64,33;-77,23
0,00;-12,56;-25,63;-38,53;-51,43;-64,33;-77,23
0,00;-12,56;-25,63;-38,53;-51,40;-64,33;-77,23
0,00;-12,56;-25,63;-38,53;-51,60;-64,33;-77,23
0,00;-12,53;-25,63;-38,53;-51,60;-64,33;-77,23
0,00;-12,73;-25,63;-38,53;-51,60;-64,33;-77,23
0,00;-12,73;-25,63;-38,53;-51,60;-64,33;-77,23
0,00;-12,73;-25,63;-38,53;-51,57;-64,33;-77,23
0,00;-12,73;-25,66;-38,53;-51,77;-64,33;-77,23
0,00;-12,73;-25,46;-38,53;-51,77;-64,33;-77,23
-0,03;-12,73;-25,46;-38,56;-51,77;-64,33;-77,23
0,17;-12,73;-25,46;-38,36;-51,77;-64,33;-77,23
0,17;-12,73;-25,46;-38,36;-51,77;-64,33;-77,23
0,17;-12,73;-25,43;-38,36;-51,77;-64,33;-77,23
0,17;-12,73;-25,63;-38,36;-51,77;-64,33;-77,23
0,17;-12,73;-25,66;-38,36;-51,77;-64,33;-77,23
0,17;-12,73;-25,46;-38,36;-51,77;-64,33;-77,23
0,14;-12,73;-25,43;-38,36;-51,77;-64,30;-77,23
0,34;-12,73;-25,63;-38,36;-51,77;-64,50;-77,23
0,34;-12,73;-25,63;-38,36;-51,77;-64,50;-77,23
0,34;-12,73;-25,63;-38,36;-51,77;-64,50;-77,23
0,34;-12,70;-25,63;-38,36;-51,77;-64,50;-77,23
0,34;-12,90;-25,63;-38,38;-51,77;-64,50;-77,23
0,34;-12,90;-25,63;-38,18;-51,77;-64,50;-77,23
0,34;-12,90;-25,63;-38,18;-51,80;-64,50;-77,23
0,34;-12,90;-25,63;-38,18;-51,60;-64,50;-77,23
0,34;-12,90;-25,63;-38,18;-51,60;-64,50;-77,23
0,34;-12,90;-25,60;-38,18;-51,60;-64,50;-77,25
0,34;-12,90;-25,80;-38,18;-51,60;-64,50;-77,03
0,34;-12,90;-25,80;-38,18;-51,63;-64,50;-77,25
0,34;-12,90;-25,80;-38,18;-51,43;-64,50;-77,06
0,34;-12,90;-25,80;-38,18;-51,43;-64,50;-77,06
0,34;-12,90;-25,80;-38,18;-51,43;-64,50;-77,06
0,34;-12,93;-25,80;-38,18;-51,43;-64,50;-77,06
0,34;-12,73;-25,80;-38,18;-51,46;-64,50;-77,06
0,34;-12,73;-25,77;-38,18;-51,26;-64,50;-77,06
0,37;-12,73;-25,97;-38,18;-51,26;-64,50;-77,06
0,17;-12,73;-25,97;-38,18;-51,26;-64,50;-77,06
0,17;-12,73;-25,97;-38,18;-51,26;-64,50;-77,06
0,17;-12,73;-25,97;-38,18;-51,28;-64,50;-77,06
0,17;-12,73;-25,97;-38,18;-51,08;-64,50;-77,06
0,17;-12,73;-25,97;-38,18;-51,08;-64,53;-77,06
0,20;-12,73;-25,97;-38,18;-51,08;-64,33;-77,06
0,00;-12,73;-25,97;-38,16;-51,08;-64,33;-77,06
0,00;-12,73;-25,97;-38,36;-51,08;-64,33;-77,06
0,00;-12,73;-25,97;-38,36;-51,08;-64,33;-77,06
0,00;-12,73;-25,97;-38,36;-51,08;-64,33;-77,06
0,00;-12,73;-25,97;-38,36;-51,08;-64,33;-77,06
0,00;-12,73;-26,00;-38,36;-51,08;-64,33;-77,06
0,00;-12,73;-25,80;-38,36;-51,08;-64,33;-77,06
0,00;-12,73;-25,80;-38,36;-51,08;-64,33;-77,06
0,00;-12,73;-25,80;-38,36;-51,08;-64,33;-77,06
0,00;-12,73;-25,80;-38,36;-51,08;-64,33;-77,06
0,00;-12,73;-25,80;-38,36;-51,08;-64,33;-77,06
0,00;-12,76;-25,80;-38,36;-51,08;-64,33;-77,06
0,00;-12,56;-25,80;-38,36;-51,08;-64,33;-77,06
0,00;-12,56;-25,80;-38,33;-51,08;-64,33;-77,06
0,00;-12,56;-25,83;-38,53;-51,08;-64,33;-77,06
0,00;-12,56;-25,63;-38,53;-51,08;-64,33;-77,06
0,00;-12,56;-25,63;-38,53;-51,08;-64,33;-77,06
0,00;-12,53;-25,63;-38,53;-51,06;-64,33;-77,06
-0,03;-12,73;-25,63;-38,53;-51,26;-64,33;-77,06
0,17;-12,73;-25,63;-38,53;-51,26;-64,33;-77,03
0,17;-12,73;-25,63;-38,53;-51,26;-64,33;-77,23
0,17;-12,73;-25,63;-38,53;-51,23;-64,33;-77,23
0,17;-12,73;-25,63;-38,53;-51,43;-64,33;-77,23
0,17;-12,73;-25,63;-38,53;-51,43;-64,33;-77,23
0,14;-12,73;-25,66;-38,53;-51,43;-64,33;-77,23
0,34;-12,73;-25,43;-38,53;-51,43;-64,33;-77,23
0,34;-12,73;-25,66;-38,53;-51,40;-64,33;-77,23
0,34;-12,73;-25,46;-38,53;-51,60;-64,33;-77,23
0,34;-12,73;-25,46;-38,56;-51,60;-64,33;-77,23
0,34;-12,73;-25,46;-38,36;-51,60;-64,33;-77,23
0,34;-12,73;-25,46;-38,36;-51,60;-64,33;-77,23
0,34;-12,73;-25,46;-38,36;-51,60;-64,33;-77,23
0,34;-12,73;-25,46;-38,36;-51,57;-64,33;-77,23
0,34;-12,73;-25,43;-38,36;-51,77;-64,33;-77,23
0,34;-12,73;-25,63;-38,36;-51,77;-64,33;-77,23
0,34;-12,73;-25,63;-38,36;-51,77;-64,33;-77,23
0,34;-12,73;-25,63;-38,36;-51,77;-64,33;-77,23
0,34;-12,73;-25,63;-38,36;-51,77;-64,33;-77,23
0,34;-12,73;-25,63;-38,36;-51,77;-64,33;-77,23
0,34;-12,73;-25,63;-38,36;-51,77;-64,33;-77,23
0,34;-12,73;-25,63;-38,38;-51,77;-64,33;-77,23
0,34;-12,73;-25,63;-38,18;-51,77;-64,33;-77,23
0,34;-12,73;-25,63;-38,18;-51,77;-64,33;-77,23
0,34;-12,73;-25,63;-38,18;-51,77;-64,33;-77,23
0,37;-12,73;-25,60;-38,18;-51,77;-64,33;-77,23
0,17;-12,73;-25,80;-38,18;-51,77;-64,33;-77,23
0,17;-12,73;-25,80;-38,18;-51,77;-64,33;-77,23
0,17;-12,73;-25,80;-38,18;-51,77;-64,33;-77,23
0,17;-12,73;-25,80;-38,18;-51,77;-64,33;-77,23
0,17;-12,73;-25,80;-38,18;-51,80;-64,30;-77,23
0,17;-12,73;-25,80;-38,18;-51,60;-64,50;-77,23
0,20;-12,73;-25,80;-38,18;-51,60;-64,50;-77,23
0,00;-12,73;-25,77;-38,18;-51,60;-64,50;-77,23
0,00;-12,73;-25,97;-38,18;-51,60;-64,50;-77,23
0,00;-12,73;-25,97;-38,18;-51,63;-64,50;-77,23
0,00;-12,73;-25,97;-38,18;-51,43;-64,50;-77,23
0,00;-12,73;-25,97;-38,18;-51,43;-64,50;-77,23
0,00;-12,73;-25,97;-38,18;-51,43;-64,50;-77,25
0,00;-12,76;-25,97;-38,18;-51,43;-64,50;-77,06
0,00;-12,56;-25,97;-38,18;-51,46;-64,50;-77,06
0,00;-12,56;-25,97;-38,18;-51,26;-64,50;-77,06
0,00;-12,56;-25,97;-38,18;-51,26;-64,50;-77,06
0,00;-12,56;-25,97;-38,18;-51,26;-64,50;-77,06
0,00;-12,56;-25,97;-38,18;-51,26;-64,50;-77,06
0,00;-12,56;-25,97;-38,18;-51,26;-64,50;-77,06
0,00;-12,56;-25,97;-38,18;-51,28;-64,50;-77,06
-0,03;-12,56;-26,00;-38,18;-51,08;-64,50;-77,06
0,17;-12,56;-25,80;-38,18;-51,08;-64,50;-77,06
0,17;-12,56;-25,80;-38,16;-51,08;-64,50;-77,06
0,17;-12,56;-25,80;-38,36;-51,08;-64,53;-77,06
0,17;-12,56;-25,80;-38,36;-51,08;-64,33;-77,06
0,17;-12,53;-25,80;-38,36;-51,08;-64,33;-77,06
0,17;-12,73;-25,80;-38,36;-51,08;-64,33;-77,06
0,17;-12,73;-25,80;-38,36;-51,08;-64,33;-77,06
0,14;-12,73;-25,83;-38,36;-51,08;-64,33;-77,06
0,34;-12,73;-25,63;-38,36;-51,08;-64,33;-77,06
0,34;-12,73;-25,63;-38,36;-51,08;-64,33;-77,06
0,34;-12,73;-25,63;-38,36;-51,08;-64,33;-77,06
0,34;-12,73;-25,63;-38,36;-51,08;-64,33;-77,06
0,34;-12,73;-25,63;-38,36;-51,08;-64,33;-77,06
0,34;-12,73;-25,63;-38,36;-51,08;-64,33;-77,06
0,34;-12,73;-25,63;-38,36;-51,08;-64,33;-77,06
0,34;-12,73;-25,63;-38,36;-51,08;-64,33;-77,06
0,34;-12,73;-25,66;-38,36;-51,06;-64,33;-77,06
0,34;-12,73;-25,46;-38,36;-51,26;-64,33;-77,06
0,34;-12,73;-25,46;-38,36;-51,26;-64,33;-77,06
0,34;-12,73;-25,46;-38,36;-51,26;-64,33;-77,06
0,34;-12,73;-25,46;-38,36;-51,26;-64,33;-77,06
0,34;-12,73;-25,46;-38,36;-51,23;-64,33;-77,06
0,34;-12,73;-25,46;-38,36;-51,43;-64,33;-77,06
0,34;-12,73;-25,46;-38,36;-51,43;-64,33;-77,06
0,37;-12,73;-25,46;-38,36;-51,43;-64,33;-77,06
0,17;-12,73;-25,46;-38,36;-51,43;-64,33;-77,06
0,17;-12,73;-25,43;-38,36;-51,40;-64,36;-77,06
0,17;-12,73;-25,63;-38,36;-51,60;-64,16;-77,03
0,17;-12,73;-25,63;-38,36;-51,60;-64,16;-77,23
0,17;-12,73;-25,63;-38,36;-51,60;-64,16;-77,23
0,17;-12,73;-25,63;-38,36;-51,60;-64,16;-77,23
0,20;-12,73;-25,63;-38,36;-51,57;-64,16;-77,23
0,00;-12,73;-25,63;-38,36;-51,77;-64,13;-77,23
0,00;-12,73;-25,63;-38,36;-51,77;-64,33;-77,23
0,00;-12,73;-25,63;-38,36;-51,77;-64,33;-77,23
0,00;-12,73;-25,63;-38,38;-51,77;-64,33;-77,23
0,00;-12,73;-25,60;-38,18;-51,77;-64,33;-77,23
0,00;-12,73;-25,80;-38,18;-51,77;-64,33;-77,23
0,00;-12,73;-25,80;-38,18;-51,77;-64,33;-77,23
0,00;-12,73;-25,80;-38,18;-51,77;-64,33;-77,23
0,00;-12,73;-25,80;-38,18;-51,77;-64,33;-77,23
0,00;-12,73;-25,80;-38,18;-51,77;-64,33;-77,23
0,00;-12,76;-25,80;-38,18;-51,77;-64,33;-77,23
0,00;-12,56;-25,80;-38,18;-51,77;-64,33;-77,23
0,00;-12,56;-25,77;-38,18;-51,77;-64,33;-77,23
0,00;-12,56;-25,97;-38,18;-51,77;-64,33;-77,23
0,00;-12,56;-25,97;-38,18;-51,77;-64,33;-77,23
0,00;-12,56;-25,97;-38,18;-51,77;-64,33;-77,23
0,00;-12,56;-25,97;-38,18;-51,77;-64,33;-77,23
-0,03;-12,56;-25,97;-38,18;-51,77;-64,33;-77,23
0,17;-12,56;-25,97;-38,18;-51,80;-64,33;-77,23
0,17;-12,56;-25,97;-38,18;-51,60;-64,33;-77,23
0,17;-12,56;-25,97;-38,18;-51,60;-64,33;-77,23
0,17;-12,56;-25,97;-38,18;-51,60;-64,33;-77,23
0,17;-12,56;-25,97;-38,18;-51,60;-64,30;-77,23
0,14;-12,56;-25,97;-38,18;-51,63;-64,50;-77,23
0,34;-12,56;-25,97;-38,18;-51,43;-64,50;-77,23
0,34;-12,56;-26,00;-38,18;-51,43;-64,50;-77,23
0,34;-12,56;-25,80;-38,18;-51,43;-64,50;-77,23
0,34;-12,56;-25,80;-38,18;-51,43;-64,50;-77,23
0,34;-12,56;-25,80;-38,18;-51,46;-64,50;-77,23
0,34;-12,56;-25,80;-38,18;-51,26;-64,50;-77,23
0,34;-12,53;-25,80;-38,18;-51,26;-64,50;-77,23
0,34;-12,73;-25,80;-38,18;-51,26;-64,50;-77,23
0,34;-12,73;-25,80;-38,18;-51,26;-64,50;-77,25
0,34;-12,73;-25,80;-38,16;-51,26;-64,50;-77,06
0,34;-12,73;-25,83;-38,36;-51,28;-64,50;-77,06
0,34;-12,73;-25,63;-38,36;-51,08;-64,50;-77,06
0,34;-12,73;-25,63;-38,36;-51,08;-64,50;-77,06
0,34;-12,73;-25,63;-38,36;-51,08;-64,50;-77,06
0,34;-12,73;-25,63;-38,36;-51,08;-64,50;-77,06
0,34;-12,73;-25,63;-38,36;-51,08;-64,53;-77,06
0,34;-12,73;-25,63;-38,36;-51,08;-64,33;-77,06
0,34;-12,73;-25,63;-38,36;-51,08;-64,33;-77,06
0,34;-12,73;-25,66;-38,36;-51,08;-64,33;-77,06
0,34;-12,73;-25,46;-38,36;-51,08;-64,33;-77,06
0,37;-12,73;-25,46;-38,36;-51,08;-64,33;-77,06
0,17;-12,73;-25,46;-38,36;-51,08;-64,33;-77,06
0,17;-12,73;-25,46;-38,36;-51,08;-64,33;-77,06
0,17;-12,73;-25,46;-38,36;-51,08;-64,33;-77,06
0,17;-12,73;-25,46;-38,36;-51,08;-64,33;-77,06
0,17;-12,73;-25,46;-38,36;-51,08;-64,33;-77,06
0,20;-12,73;-25,46;-38,36;-51,08;-64,33;-77,06
0,00;-12,73;-25,46;-38,36;-51,06;-64,33;-77,06
0,00;-12,73;-25,46;-38,36;-51,26;-64,33;-77,06
0,00;-12,73;-25,46;-38,36;-51,26;-64,33;-77,06
0,00;-12,73;-25,46;-38,36;-51,26;-64,33;-77,06
0,00;-12,73;-25,46;-38,36;-51,26;-64,33;-77,06
0,00;-12,73;-25,43;-38,36;-51,23;-64,33;-77,06
0,00;-12,73;-25,63;-38,36;-51,43;-64,36;-77,06
0,00;-12,73;-25,63;-38,36;-51,43;-64,16;-77,06
0,00;-12,73;-25,63;-38,36;-51,43;-64,16;-77,06
0,00;-12,73;-25,63;-38,36;-51,43;-64,16;-77,06
0,00;-12,73;-25,63;-38,36;-51,40;-64,16;-77,06
0,00;-12,73;-25,63;-38,36;-51,60;-64,16;-77,06
0,00;-12,73;-25,63;-38,36;-51,60;-64,16;-77,06
0,00;-12,73;-25,60;-38,36;-51,60;-64,16;-77,06
0,00;-12,73;-25,80;-38,38;-51,60;-64,16;-77,06
0,00;-12,73;-25,80;-38,18;-51,60;-64,16;-77,06
0,00;-12,76;-25,80;-38,18;-51,57;-64,16;-77,03
-0,03;-12,56;-25,80;-38,18;-51,77;-64,16;-77,23
0,17;-12,56;-25,80;-38,18;-51,77;-64,16;-77,23
0,17;-12,56;-25,80;-38,18;-51,77;-64,16;-77,23
0,17;-12,56;-25,80;-38,18;-51,77;-64,16;-77,23
0,17;-12,56;-25,80;-38,18;-51,77;-64,16;-77,23
0,17;-12,56;-25,77;-38,18;-51,77;-64,16;-77,23
0,14;-12,56;-25,97;-38,18;-51,77;-64,13;-77,23
0,34;-12,56;-25,97;-38,18;-51,77;-64,36;-77,23
0,34;-12,56;-25,97;-38,18;-51,77;-64,13;-77,23
0,34;-12,56;-25,97;-38,18;-51,77;-64,33;-77,23
0,34;-12,56;-25,97;-38,18;-51,77;-64,33;-77,23
0,34;-12,56;-26,00;-38,18;-51,77;-64,33;-77,23
0,34;-12,56;-25,77;-38,18;-51,77;-64,33;-77,23
0,34;-12,56;-25,97;-38,18;-51,77;-64,33;-77,23
0,34;-12,56;-26,00;-38,18;-51,77;-64,33;-77,23
0,34;-12,53;-25,80;-38,18;-51,77;-64,33;-77,23
0,34;-12,73;-25,80;-38,18;-51,77;-64,33;-77,23
0,34;-12,73;-25,80;-38,18;-51,80;-64,33;-77,23
0,34;-12,73;-25,80;-38,18;-51,60;-64,33;-77,23
0,34;-12,73;-25,80;-38,18;-51,60;-64,33;-77,23
0,34;-12,73;-25,80;-38,18;-51,60;-64,33;-77,23
0,34;-12,73;-25,80;-38,18;-51,60;-64,33;-77,23
0,34;-12,73;-25,80;-38,18;-51,63;-64,33;-77,23
0,34;-12,73;-25,80;-38,18;-51,43;-64,33;-77,23
0,34;-12,73;-25,83;-38,18;-51,43;-64,33;-77,23
0,37;-12,73;-25,63;-38,18;-51,43;-64,33;-77,23
0,17;-12,73;-25,63;-38,18;-51,43;-64,33;-77,23
0,17;-12,73;-25,63;-38,18;-51,43;-64,33;-77,23
0,17;-12,73;-25,63;-38,16;-51,46;-64,33;-77,23
0,17;-12,73;-25,63;-38,36;-51,26;-64,33;-77,23
0,17;-12,73;-25,63;-38,36;-51,26;-64,33;-77,23
0,20;-12,73;-25,66;-38,36;-51,26;-64,33;-77,23
0,00;-12,73;-25,46;-38,36;-51,26;-64,33;-77,23
0,00;-12,73;-25,46;-38,36;-51,28;-64,33;-77,23
0,00;-12,73;-25,46;-38,36;-51,08;-64,33;-77,23
0,00;-12,73;-25,46;-38,36;-51,08;-64,33;-77,23
0,00;-12,73;-25,46;-38,36;-51,08;-64,33;-77,23
0,00;-12,73;-25,46;-38,36;-51,08;-64,33;-77,23
0,00;-12,73;-25,46;-38,36;-51,08;-64,33;-77,23
0,00;-12,73;-25,46;-38,36;-51,08;-64,33;-77,23
0,00;-12,73;-25,46;-38,36;-51,08;-64,33;-77,23
0,00;-12,73;-25,46;-38,36;-51,08;-64,33;-77,23
0,00;-12,73;-25,46;-38,36;-51,08;-64,33;-77,25
0,00;-12,73;-25,46;-38,36;-51,08;-64,33;-77,06
0,00;-12,73;-25,46;-38,36;-51,08;-64,33;-77,06
0,00;-12,73;-25,46;-38,36;-51,08;-64,33;-77,06
-0,03;-12,73;-25,46;-38,36;-51,08;-64,33;-77,06
0,17;-12,73;-25,46;-38,36;-51,08;-64,33;-77,06
0,17;-12,73;-25,46;-38,36;-51,08;-64,33;-77,06
0,17;-12,73;-25,43;-38,36;-51,08;-64,33;-77,06
0,17;-12,73;-25,63;-38,36;-51,06;-64,33;-77,06
0,17;-12,73;-25,63;-38,36;-51,26;-64,33;-77,06
0,17;-12,73;-25,63;-38,36;-51,26;-64,33;-77,06
0,14;-12,73;-25,63;-38,36;-51,26;-64,33;-77,06
0,34;-12,76;-25,63;-38,36;-51,26;-64,33;-77,06
0,34;-12,56;-25,63;-38,36;-51,26;-64,36;-77,06
0,34;-12,56;-25,63;-38,36;-51,23;-64,16;-77,06
0,34;-12,56;-25,60;-38,36;-51,43;-64,16;-77,06
0,34;-12,56;-25,80;-38,36;-51,43;-64,16;-77,06
0,34;-12,56;-25,80;-38,36;-51,43;-64,16;-77,06
0,34;-12,56;-25,80;-38,36;-51,40;-64,16;-77,06
0,34;-12,56;-25,80;-38,38;-51,60;-64,16;-77,06
0,34;-12,56;-25,80;-38,18;-51,60;-64,16;-77,06
0,34;-12,56;-25,80;-38,18;-51,60;-64,16;-77,06
0,34;-12,56;-25,80;-38,18;-51,60;-64,16;-77,06
0,34;-12,56;-25,80;-38,18;-51,60;-64,16;-77,06
0,34;-12,56;-25,80;-38,18;-51,57;-64,16;-77,06
0,34;-12,56;-25,77;-38,18;-51,77;-64,16;-77,06
0,34;-12,53;-25,97;-38,18;-51,77;-64,16;-77,06
0,34;-12,73;-25,97;-38,18;-51,77;-64,16;-77,06
0,34;-12,73;-25,97;-38,18;-51,77;-64,16;-77,06
0,34;-12,73;-25,97;-38,18;-51,77;-64,16;-77,06
0,34;-12,73;-25,97;-38,18;-51,77;-64,16;-77,06
0,34;-12,73;-26,00;-38,18;-51,77;-64,16;-77,03
0,37;-12,73;-25,80;-38,18;-51,77;-64,16;-77,23
0,17;-12,73;-25,80;-38,18;-51,77;-64,16;-77,23
0,17;-12,73;-25,80;-38,18;-51,77;-64,16;-77,23
0,17;-12,73;-25,80;-38,18;-51,77;-64,16;-77,23
0,17;-12,73;-25,80;-38,18;-51,77;-64,16;-77,23
0,17;-12,73;-25,80;-38,18;-51,77;-64,16;-77,23
0,17;-12,73;-25,80;-38,18;-51,77;-64,16;-77,23
0,20;-12,73;-25,80;-38,18;-51,77;-64,16;-77,23
0,00;-12,73;-25,80;-38,18;-51,77;-64,16;-77,23
0,00;-12,73;-25,80;-38,18;-51,80;-64,16;-77,23
0,00;-12,73;-25,80;-38,18;-51,60;-64,16;-77,23
0,00;-12,73;-25,83;-38,18;-51,60;-64,13;-77,23
0,00;-12,73;-25,63;-38,18;-51,60;-64,33;-77,23
0,00;-12,73;-25,63;-38,18;-51,60;-64,33;-77,23
0,00;-12,73;-25,63;-38,18;-51,60;-64,33;-77,23
0,00;-12,73;-25,63;-38,18;-51,63;-64,33;-77,23
0,00;-12,73;-25,63;-38,18;-51,43;-64,33;-77,23
0,00;-12,73;-25,66;-38,16;-51,43;-64,33;-77,23
0,00;-12,73;-25,46;-38,36;-51,43;-64,33;-77,23
0,00;-12,73;-25,46;-38,36;-51,43;-64,33;-77,23
0,00;-12,73;-25,46;-38,36;-51,43;-64,33;-77,23
0,00;-12,73;-25,46;-38,36;-51,46;-64,33;-77,23
0,00;-12,73;-25,46;-38,36;-51,26;-64,33;-77,23
-0,03;-12,73;-25,46;-38,36;-51,26;-64,33;-77,23
0,17;-12,73;-25,46;-38,36;-51,26;-64,33;-77,23
0,17;-12,73;-25,46;-38,36;-51,26;-64,33;-77,23
0,17;-12,73;-25,46;-38,36;-51,28;-64,33;-77,23
0,17;-12,73;-25,46;-38,36;-51,08;-64,33;-77,23
0,17;-12,73;-25,46;-38,36;-51,08;-64,33;-77,23
